district_no,district_name,district_name_french,party_affiliation,party_affiliation_french,last_name,first_name,middle_initial,votes_for
35004,Barrie--Innisfil,Barrie--Innisfil,Christian Heritage Party of Canada,Parti de l'Héritage Chrétien du Canada,Nail,Gary,,
35004,Barrie--Innisfil,Barrie--Innisfil,Green Party of Canada,Le Parti Vert du Canada,North,Bonnie,,
35004,Barrie--Innisfil,Barrie--Innisfil,Canadian Action Party,Parti action canadienne,Sakula,Jeff,,
35004,Barrie--Innisfil,Barrie--Innisfil,Liberal Party of Canada,Parti libéral du Canada,Wilson,Colin,,
35005,Barrie--Springwater--Oro-Medonte,Barrie--Springwater--Oro-Medonte,Independent,Indépendant,Faerber,Ram,,
35005,Barrie--Springwater--Oro-Medonte,Barrie--Springwater--Oro-Medonte,Green Party of Canada,Le Parti Vert du Canada,Lancaster,Marty,,
35005,Barrie--Springwater--Oro-Medonte,Barrie--Springwater--Oro-Medonte,Conservative Party of Canada,Parti conservateur du Canada,Nuttall,Alex,,
35005,Barrie--Springwater--Oro-Medonte,Barrie--Springwater--Oro-Medonte,Libertarian Party of Canada,Parti Libertarien du Canada,Roskam,Darren,,
35005,Barrie--Springwater--Oro-Medonte,Barrie--Springwater--Oro-Medonte,Liberal Party of Canada,Parti libéral du Canada,Tamblyn,Brian,,
35005,Barrie--Springwater--Oro-Medonte,Barrie--Springwater--Oro-Medonte,New Democratic Party,Nouveau Parti démocratique,White,Ellen,,
35006,Bay of Quinte,Baie de Quinte,New Democratic Party,Nouveau Parti démocratique,Cassidy,Terry,,
35006,Bay of Quinte,Baie de Quinte,Liberal Party of Canada,Parti libéral du Canada,Ellis,Neil,,
35006,Bay of Quinte,Baie de Quinte,Conservative Party of Canada,Parti conservateur du Canada,Jenkins,Jodie,,
35006,Bay of Quinte,Baie de Quinte,Green Party of Canada,Le Parti Vert du Canada,Nelems,Rachel,,
35006,Bay of Quinte,Baie de Quinte,Independent,Indépendant,Tuck,Trueman,,
35007,Beaches--East York,Beaches--East York,Conservative Party of Canada,Parti conservateur du Canada,Burrows,Bill,,
35007,Beaches--East York,Beaches--East York,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Carter,Roger,,
35007,Beaches--East York,Beaches--East York,Liberal Party of Canada,Parti libéral du Canada,Erskine-Smith,Nathaniel,,
35007,Beaches--East York,Beaches--East York,New Democratic Party,Nouveau Parti démocratique,Kellway,Matthew,,
35007,Beaches--East York,Beaches--East York,Green Party of Canada,Le Parti Vert du Canada,Sach,Randall,,
35007,Beaches--East York,Beaches--East York,Independent,Indépendant,Sears,James,,
35007,Beaches--East York,Beaches--East York,Independent,Indépendant,Surjanac,Peter,,
35008,Brampton Centre,Brampton-Centre,Green Party of Canada,Le Parti Vert du Canada,Bottcher,Saul Marquard T.,,
35008,Brampton Centre,Brampton-Centre,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Chilelli,Frank,,
35008,Brampton Centre,Brampton-Centre,Conservative Party of Canada,Parti conservateur du Canada,Gosal,Bal,,
35008,Brampton Centre,Brampton-Centre,New Democratic Party,Nouveau Parti démocratique,Keenan,Rosemary,,
35008,Brampton Centre,Brampton-Centre,Liberal Party of Canada,Parti libéral du Canada,Sangha,Ramesh,,
35009,Brampton East,Brampton-Est,Conservative Party of Canada,Parti conservateur du Canada,Bajaj,Naval,,
35009,Brampton East,Brampton-Est,Liberal Party of Canada,Parti libéral du Canada,Grewal,Raj,,
35009,Brampton East,Brampton-Est,New Democratic Party,Nouveau Parti démocratique,Kahlon,Harbaljit Singh,,
35009,Brampton East,Brampton-Est,Green Party of Canada,Le Parti Vert du Canada,Lacroix,Kyle,,
35010,Brampton North,Brampton-Nord,Conservative Party of Canada,Parti conservateur du Canada,Gill,Parm,,
35010,Brampton North,Brampton-Nord,Communist Party of Canada,Parti communiste du Canada,Hundal,Harinderpal,,
35010,Brampton North,Brampton-Nord,Liberal Party of Canada,Parti libéral du Canada,Sahota,Ruby,,
35010,Brampton North,Brampton-Nord,New Democratic Party,Nouveau Parti démocratique,Singh,Martin,,
35010,Brampton North,Brampton-Nord,Green Party of Canada,Le Parti Vert du Canada,Thornham,Pauline,,
35011,Brampton South,Brampton-Sud,Green Party of Canada,Le Parti Vert du Canada,Hatton,Shaun,,
35011,Brampton South,Brampton-Sud,New Democratic Party,Nouveau Parti démocratique,Sangha,Amarjit,,
35011,Brampton South,Brampton-Sud,Conservative Party of Canada,Parti conservateur du Canada,Seeback,Kyle,,
35011,Brampton South,Brampton-Sud,Liberal Party of Canada,Parti libéral du Canada,Sidhu,Sonia,,
35012,Brampton West,Brampton-Ouest,Green Party of Canada,Le Parti Vert du Canada,Gobinath,Karthika,,
35012,Brampton West,Brampton-Ouest,Liberal Party of Canada,Parti libéral du Canada,Khera,Kamal,,
35012,Brampton West,Brampton-Ouest,New Democratic Party,Nouveau Parti démocratique,Patterson,Adaoma,,
35012,Brampton West,Brampton-Ouest,Conservative Party of Canada,Parti conservateur du Canada,Thind,Ninder,,
35013,Brantford--Brant,Brantford--Brant,Green Party of Canada,Le Parti Vert du Canada,Brandt,Kevin,,
35013,Brantford--Brant,Brantford--Brant,Libertarian Party of Canada,Parti Libertarien du Canada,Ferguson,Rob,,
35013,Brantford--Brant,Brantford--Brant,New Democratic Party,Nouveau Parti démocratique,Laferriere,Marc,,
35013,Brantford--Brant,Brantford--Brant,Conservative Party of Canada,Parti conservateur du Canada,McColeman,Phil,,
35013,Brantford--Brant,Brantford--Brant,Liberal Party of Canada,Parti libéral du Canada,Takacs,Danielle,,
35013,Brantford--Brant,Brantford--Brant,Independent,Indépendant,Turmel,The Engineer,,
35014,Bruce--Grey--Owen Sound,Bruce--Grey--Owen Sound,Green Party of Canada,Le Parti Vert du Canada,Albinati,Chris,,
35014,Bruce--Grey--Owen Sound,Bruce--Grey--Owen Sound,Liberal Party of Canada,Parti libéral du Canada,Love,Kimberley,,
35014,Bruce--Grey--Owen Sound,Bruce--Grey--Owen Sound,New Democratic Party,Nouveau Parti démocratique,McLaren,David,,
35014,Bruce--Grey--Owen Sound,Bruce--Grey--Owen Sound,Conservative Party of Canada,Parti conservateur du Canada,Miller,Larry,,
35015,Burlington,Burlington,Green Party of Canada,Le Parti Vert du Canada,Fiorito,Vince,,
35015,Burlington,Burlington,Liberal Party of Canada,Parti libéral du Canada,Gould,Karina,,
35015,Burlington,Burlington,New Democratic Party,Nouveau Parti démocratique,Laird,David,,
35015,Burlington,Burlington,Conservative Party of Canada,Parti conservateur du Canada,Wallace,Mike,,
35016,Cambridge,Cambridge,Green Party of Canada,Le Parti Vert du Canada,Braniff,Michele,,
35016,Cambridge,Cambridge,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Couto,Manuel,,
35016,Cambridge,Cambridge,Conservative Party of Canada,Parti conservateur du Canada,Goodyear,Gary,,
35016,Cambridge,Cambridge,Liberal Party of Canada,Parti libéral du Canada,May,Bryan,,
35016,Cambridge,Cambridge,Independent,Indépendant,Sperduti,Lee,,
35016,Cambridge,Cambridge,New Democratic Party,Nouveau Parti démocratique,Stewart,Bobbi,,
35017,Chatham-Kent--Leamington,Chatham-Kent--Leamington,Liberal Party of Canada,Parti libéral du Canada,Omstead,Katie,,
35017,Chatham-Kent--Leamington,Chatham-Kent--Leamington,Conservative Party of Canada,Parti conservateur du Canada,Van Kesteren,Dave,,
35017,Chatham-Kent--Leamington,Chatham-Kent--Leamington,Green Party of Canada,Le Parti Vert du Canada,Vercouteren,Mark,,
35017,Chatham-Kent--Leamington,Chatham-Kent--Leamington,New Democratic Party,Nouveau Parti démocratique,Walsh,Tony,,
35018,Davenport,Davenport,New Democratic Party,Nouveau Parti démocratique,Cash,Andrew,,
35018,Davenport,Davenport,Liberal Party of Canada,Parti libéral du Canada,Dzerowicz,Julie,,
35018,Davenport,Davenport,Communist Party of Canada,Parti communiste du Canada,Figueroa,Miguel,,
35018,Davenport,Davenport,Independent,Indépendant,Kalevar,Chai,,
35018,Davenport,Davenport,Conservative Party of Canada,Parti conservateur du Canada,Oliveira,Carlos,,
35018,Davenport,Davenport,Green Party of Canada,Le Parti Vert du Canada,Stein,Dan,,
35019,Don Valley East,Don Valley-Est,New Democratic Party,Nouveau Parti démocratique,Ahmed,Khalid,,
35019,Don Valley East,Don Valley-Est,Conservative Party of Canada,Parti conservateur du Canada,Harquail,Maureen,,
35019,Don Valley East,Don Valley-Est,Liberal Party of Canada,Parti libéral du Canada,Ratansi,Yasmin,,
35019,Don Valley East,Don Valley-Est,Green Party of Canada,Le Parti Vert du Canada,Sanderson,Laura Elizabeth,,
35020,Don Valley North,Don Valley-Nord,Green Party of Canada,Le Parti Vert du Canada,Brown,Caroline,,
35020,Don Valley North,Don Valley-Nord,Conservative Party of Canada,Parti conservateur du Canada,Daniel,Joe,,
35020,Don Valley North,Don Valley-Nord,New Democratic Party,Nouveau Parti démocratique,Sadikali,Akil,,
35020,Don Valley North,Don Valley-Nord,Liberal Party of Canada,Parti libéral du Canada,Tan,Geng,,
35021,Don Valley West,Don Valley-Ouest,Conservative Party of Canada,Parti conservateur du Canada,Carmichael,John,,
35021,Don Valley West,Don Valley-Ouest,Independent,Indépendant,Cromwell,Sharon,,
35021,Don Valley West,Don Valley-Ouest,Communist Party of Canada,Parti communiste du Canada,Hill,Elizabeth,,
35021,Don Valley West,Don Valley-Ouest,Green Party of Canada,Le Parti Vert du Canada,Hunt,Natalie,,
35021,Don Valley West,Don Valley-Ouest,Libertarian Party of Canada,Parti Libertarien du Canada,Kittredge,John,,
35021,Don Valley West,Don Valley-Ouest,Liberal Party of Canada,Parti libéral du Canada,Oliphant,Rob,,
35021,Don Valley West,Don Valley-Ouest,New Democratic Party,Nouveau Parti démocratique,Riaz,Syeda,,
35022,Dufferin--Caledon,Dufferin--Caledon,Liberal Party of Canada,Parti libéral du Canada,Crewson,Ed,,
35022,Dufferin--Caledon,Dufferin--Caledon,Conservative Party of Canada,Parti conservateur du Canada,Tilson,David Allan,,
35022,Dufferin--Caledon,Dufferin--Caledon,Green Party of Canada,Le Parti Vert du Canada,Urekar,Nancy,,
35022,Dufferin--Caledon,Dufferin--Caledon,New Democratic Party,Nouveau Parti démocratique,Yazbek,Rehya,,
35023,Durham,Durham,Green Party of Canada,Le Parti Vert du Canada,Leadbetter,Stacey,,
35023,Durham,Durham,Christian Heritage Party of Canada,Parti de l'Héritage Chrétien du Canada,Moriarity,Andrew,,
35023,Durham,Durham,Conservative Party of Canada,Parti conservateur du Canada,O'Toole,Erin,,
35023,Durham,Durham,New Democratic Party,Nouveau Parti démocratique,Spence,Derek,,
35023,Durham,Durham,Liberal Party of Canada,Parti libéral du Canada,Traill,Corinna,,
35024,Eglinton--Lawrence,Eglinton--Lawrence,Animal Alliance Environment Voters Party of Canada,Animal Alliance Environment Voters Party of Canada,Brunell Solomonovici,Rudy,,
35024,Eglinton--Lawrence,Eglinton--Lawrence,Libertarian Party of Canada,Parti Libertarien du Canada,Buchman,Ethan,,
35024,Eglinton--Lawrence,Eglinton--Lawrence,Green Party of Canada,Le Parti Vert du Canada,Chisholm,Matthew,,
35024,Eglinton--Lawrence,Eglinton--Lawrence,Liberal Party of Canada,Parti libéral du Canada,Mendicino,Marco,,
35024,Eglinton--Lawrence,Eglinton--Lawrence,Conservative Party of Canada,Parti conservateur du Canada,Oliver,Joe,,
35024,Eglinton--Lawrence,Eglinton--Lawrence,New Democratic Party,Nouveau Parti démocratique,Thomson,Andrew,,
35025,Elgin--Middlesex--London,Elgin--Middlesex--London,Liberal Party of Canada,Parti libéral du Canada,Baldwin-Sands,Lori,,
35025,Elgin--Middlesex--London,Elgin--Middlesex--London,Rhinoceros Party,Parti Rhinocéros,Bernardi,Lou,,
35025,Elgin--Middlesex--London,Elgin--Middlesex--London,Christian Heritage Party of Canada,Parti de l'Héritage Chrétien du Canada,Hopkins,Michael,,
35025,Elgin--Middlesex--London,Elgin--Middlesex--London,Green Party of Canada,Le Parti Vert du Canada,Morgan,Bronagh Joyce,,
35025,Elgin--Middlesex--London,Elgin--Middlesex--London,New Democratic Party,Nouveau Parti démocratique,Sinclair,Fred,,
35025,Elgin--Middlesex--London,Elgin--Middlesex--London,Conservative Party of Canada,Parti conservateur du Canada,Vecchio,Karen Louise,,
35026,Essex,Essex,Green Party of Canada,Le Parti Vert du Canada,Alderson,Jennifer,,
35026,Essex,Essex,Liberal Party of Canada,Parti libéral du Canada,Festeryga,Audrey,,
35026,Essex,Essex,New Democratic Party,Nouveau Parti démocratique,Ramsey,Tracey,,
35026,Essex,Essex,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Villamizar,Enver,,
35026,Essex,Essex,Conservative Party of Canada,Parti conservateur du Canada,Watson,Jeff,,
35027,Etobicoke Centre,Etobicoke-Centre,New Democratic Party,Nouveau Parti démocratique,De Mello,Tanya,,
35027,Etobicoke Centre,Etobicoke-Centre,Conservative Party of Canada,Parti conservateur du Canada,Opitz,Ted,,
35027,Etobicoke Centre,Etobicoke-Centre,Green Party of Canada,Le Parti Vert du Canada,Rizvi,Shawn,,
35027,Etobicoke Centre,Etobicoke-Centre,Progressive Canadian Party,Parti Progressiste Canadien,Wolvin,Rob,,
35027,Etobicoke Centre,Etobicoke-Centre,Liberal Party of Canada,Parti libéral du Canada,Wrzesnewskyj,Borys,,
35028,Etobicoke--Lakeshore,Etobicoke--Lakeshore,Liberal Party of Canada,Parti libéral du Canada,Maloney,James,,
35028,Etobicoke--Lakeshore,Etobicoke--Lakeshore,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Murray,Janice,,
35028,Etobicoke--Lakeshore,Etobicoke--Lakeshore,Green Party of Canada,Le Parti Vert du Canada,Salewsky,Angela,,
35028,Etobicoke--Lakeshore,Etobicoke--Lakeshore,New Democratic Party,Nouveau Parti démocratique,Trotter,Phil,,
35028,Etobicoke--Lakeshore,Etobicoke--Lakeshore,Conservative Party of Canada,Parti conservateur du Canada,Trottier,Bernard,,
35028,Etobicoke--Lakeshore,Etobicoke--Lakeshore,Animal Alliance Environment Voters Party of Canada,Animal Alliance Environment Voters Party of Canada,White,Liz,,
35029,Etobicoke North,Etobicoke-Nord,Green Party of Canada,Le Parti Vert du Canada,Ayub,Akhtar,,
35029,Etobicoke North,Etobicoke-Nord,Conservative Party of Canada,Parti conservateur du Canada,Dada,Toyin,,
35029,Etobicoke North,Etobicoke-Nord,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Di Carlo,Anna,,
35029,Etobicoke North,Etobicoke-Nord,Liberal Party of Canada,Parti libéral du Canada,Duncan,Kirsty,,
35029,Etobicoke North,Etobicoke-Nord,New Democratic Party,Nouveau Parti démocratique,Hassan,Faisal,,
35029,Etobicoke North,Etobicoke-Nord,No Affiliation,Aucune appartenance,Szebik,George,,
35030,Flamborough--Glanbrook,Flamborough--Glanbrook,New Democratic Party,Nouveau Parti démocratique,DiLivio,Mike,,
35030,Flamborough--Glanbrook,Flamborough--Glanbrook,Liberal Party of Canada,Parti libéral du Canada,Stebbing,Jennifer,,
35030,Flamborough--Glanbrook,Flamborough--Glanbrook,Conservative Party of Canada,Parti conservateur du Canada,Sweet,David,,
35030,Flamborough--Glanbrook,Flamborough--Glanbrook,Green Party of Canada,Le Parti Vert du Canada,Urquhart,David Allan,,
35031,Glengarry--Prescott--Russell,Glengarry--Prescott--Russell,Libertarian Party of Canada,Parti Libertarien du Canada,Brisson,Jean-Serge,,
35031,Glengarry--Prescott--Russell,Glengarry--Prescott--Russell,Liberal Party of Canada,Parti libéral du Canada,Drouin,Francis,,
35031,Glengarry--Prescott--Russell,Glengarry--Prescott--Russell,New Democratic Party,Nouveau Parti démocratique,Laurin,Normand,,
35031,Glengarry--Prescott--Russell,Glengarry--Prescott--Russell,Conservative Party of Canada,Parti conservateur du Canada,Lemieux,Pierre,,
35031,Glengarry--Prescott--Russell,Glengarry--Prescott--Russell,Green Party of Canada,Le Parti Vert du Canada,Malouin-Diraddo,Genevieve,,
35032,Guelph,Guelph,Communist Party of Canada,Parti communiste du Canada,Dineen,Tristan,,
35032,Guelph,Guelph,Libertarian Party of Canada,Parti Libertarien du Canada,Fekri,Alexander,,
35032,Guelph,Guelph,Marijuana Party,Parti Marijuana,Klevering,Kornelis,,
35032,Guelph,Guelph,Conservative Party of Canada,Parti conservateur du Canada,Kovach,Gloria,,
35032,Guelph,Guelph,Liberal Party of Canada,Parti libéral du Canada,Longfield,Lloyd,,
35032,Guelph,Guelph,Green Party of Canada,Le Parti Vert du Canada,Miller,Gord,,
35032,Guelph,Guelph,New Democratic Party,Nouveau Parti démocratique,Seagram,Andrew,,
35033,Haldimand--Norfolk,Haldimand--Norfolk,Independent,Indépendant,Bory,Leslie,,
35033,Haldimand--Norfolk,Haldimand--Norfolk,Christian Heritage Party of Canada,Parti de l'Héritage Chrétien du Canada,Bylsma,Dave,,
35033,Haldimand--Norfolk,Haldimand--Norfolk,Green Party of Canada,Le Parti Vert du Canada,Ettinger,Wayne,,
35033,Haldimand--Norfolk,Haldimand--Norfolk,Conservative Party of Canada,Parti conservateur du Canada,Finley,Diane,,
35033,Haldimand--Norfolk,Haldimand--Norfolk,New Democratic Party,Nouveau Parti démocratique,Harris,John,,
35033,Haldimand--Norfolk,Haldimand--Norfolk,Liberal Party of Canada,Parti libéral du Canada,Mouland,Joan,,
35033,Haldimand--Norfolk,Haldimand--Norfolk,Independent,Indépendant,Wakeford,Dustin,,
35034,Haliburton--Kawartha Lakes--Brock,Haliburton--Kawartha Lakes--Brock,Green Party of Canada,Le Parti Vert du Canada,MacCallum,Bill,,
35034,Haliburton--Kawartha Lakes--Brock,Haliburton--Kawartha Lakes--Brock,Liberal Party of Canada,Parti libéral du Canada,Marquis,David,,
35034,Haliburton--Kawartha Lakes--Brock,Haliburton--Kawartha Lakes--Brock,New Democratic Party,Nouveau Parti démocratique,Perry,Mike,,
35034,Haliburton--Kawartha Lakes--Brock,Haliburton--Kawartha Lakes--Brock,Conservative Party of Canada,Parti conservateur du Canada,Schmale,Jamie,,
35035,Hamilton Centre,Hamilton-Centre,Independent,Indépendant,Anastasiou,Maria,,
35035,Hamilton Centre,Hamilton-Centre,Marijuana Party,Parti Marijuana,Baldasaro,Michael James,,
35035,Hamilton Centre,Hamilton-Centre,New Democratic Party,Nouveau Parti démocratique,Christopherson,David,,
35035,Hamilton Centre,Hamilton-Centre,Conservative Party of Canada,Parti conservateur du Canada,Rozenszajn,Yonatan,,
35035,Hamilton Centre,Hamilton-Centre,Green Party of Canada,Le Parti Vert du Canada,Schmid-Jones,Ute,,
35035,Hamilton Centre,Hamilton-Centre,Liberal Party of Canada,Parti libéral du Canada,Tennier,Anne,,
35035,Hamilton Centre,Hamilton-Centre,Libertarian Party of Canada,Parti Libertarien du Canada,Young,Rob,,
35036,Hamilton East--Stoney Creek,Hamilton-Est--Stoney Creek,Liberal Party of Canada,Parti libéral du Canada,Bratina,Bob,,
35036,Hamilton East--Stoney Creek,Hamilton-Est--Stoney Creek,Conservative Party of Canada,Parti conservateur du Canada,Bubanko,Diane,,
35036,Hamilton East--Stoney Creek,Hamilton-Est--Stoney Creek,Green Party of Canada,Le Parti Vert du Canada,Davis,Erin,,
35036,Hamilton East--Stoney Creek,Hamilton-Est--Stoney Creek,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Fields,Wendell,,
35036,Hamilton East--Stoney Creek,Hamilton-Est--Stoney Creek,Communist Party of Canada,Parti communiste du Canada,Mann,Bob,,
35036,Hamilton East--Stoney Creek,Hamilton-Est--Stoney Creek,New Democratic Party,Nouveau Parti démocratique,Marston,Wayne,,
35037,Hamilton Mountain,Hamilton Mountain,Green Party of Canada,Le Parti Vert du Canada,Aman,Raheem,,
35037,Hamilton Mountain,Hamilton Mountain,Liberal Party of Canada,Parti libéral du Canada,Burt,Shaun,,
35037,Hamilton Mountain,Hamilton Mountain,Libertarian Party of Canada,Parti Libertarien du Canada,Caton,Andrew James,,
35037,Hamilton Mountain,Hamilton Mountain,New Democratic Party,Nouveau Parti démocratique,Duvall,Scott,,
35037,Hamilton Mountain,Hamilton Mountain,Christian Heritage Party of Canada,Parti de l'Héritage Chrétien du Canada,Enos,Jim,,
35037,Hamilton Mountain,Hamilton Mountain,Conservative Party of Canada,Parti conservateur du Canada,Miles,Al,,
35038,Hamilton West--Ancaster--Dundas,Hamilton-Ouest--Ancaster--Dundas,New Democratic Party,Nouveau Parti démocratique,Johnstone,Alex,,
35038,Hamilton West--Ancaster--Dundas,Hamilton-Ouest--Ancaster--Dundas,Green Party of Canada,Le Parti Vert du Canada,Ormond,Peter,,
35038,Hamilton West--Ancaster--Dundas,Hamilton-Ouest--Ancaster--Dundas,Conservative Party of Canada,Parti conservateur du Canada,Samuel,Vincent,,
35038,Hamilton West--Ancaster--Dundas,Hamilton-Ouest--Ancaster--Dundas,Liberal Party of Canada,Parti libéral du Canada,Tassi,Filomena,,
